oa_code,All households,No adults in employment in household: With dependent children,No adults in employment in household: No dependent children,Dependent children in household: All ages,Dependent children in household: Aged 0 to 4,One or more persons in household with a long-term health problem or disability: With dependent children,One or more persons in household with a long-term health problem or disability: No dependent children
S00097936,70,1,20,23,7,3,22
S00097937,35,2,13,6,3,1,15
S00097938,36,0,17,6,0,2,16
S00097939,50,0,22,7,4,2,19
S00097940,72,1,33,13,2,4,17
S00097941,72,0,33,11,3,1,30
S00097942,69,6,22,24,11,9,23
S00097943,41,1,10,11,4,4,12
S00097944,43,9,12,16,9,5,13
S00097945,32,2,14,9,3,3,15
S00097946,27,0,5,11,5,2,9
S00097947,33,5,13,13,2,5,13
S00097948,24,1,9,6,3,1,10
S00097949,27,2,5,9,2,5,6
S00097950,38,0,19,4,1,0,15
S00097951,62,12,14,29,15,9,12
S00097952,75,8,42,15,9,4,34
S00097953,45,5,17,14,6,5,13
S00097954,52,12,16,23,13,8,11
S00097955,56,2,22,11,10,3,23
S00097956,41,6,16,14,9,4,12
S00097957,56,3,23,19,5,4,20
S00097958,55,1,23,16,5,4,23
S00097959,64,4,19,21,8,3,16
S00097960,69,4,25,19,9,3,26
S00097961,41,0,14,7,4,2,16
S00097962,42,1,19,3,1,0,17
S00097963,51,8,13,27,11,7,12
S00097964,53,3,26,8,4,0,26
S00097965,26,1,7,9,3,1,10
S00097966,73,11,21,28,10,3,23
S00097967,69,5,18,22,9,9,23
S00097968,43,6,10,19,10,5,13
S00097969,50,5,15,20,8,3,16
S00097970,48,6,14,19,10,2,15
S00097971,40,3,14,15,7,2,9
S00097972,52,4,21,15,9,3,18
S00097973,33,3,10,7,2,1,9
S00097974,51,6,18,17,10,2,18
S00097975,54,5,27,16,9,2,20
S00097976,44,5,23,9,3,4,23
S00097977,40,5,10,14,7,5,15
S00097978,48,1,22,7,4,0,20
S00097979,47,4,19,17,6,7,17
S00097980,49,0,21,10,2,2,23
S00097981,50,9,20,17,8,5,17
S00097982,39,0,12,11,6,1,19
S00097983,65,3,32,12,3,1,23
S00097984,48,3,29,7,3,0,18
S00097985,43,1,26,6,2,1,15
S00097986,28,1,11,4,1,1,16
S00097987,60,1,16,18,4,2,13
S00097988,49,3,11,17,9,4,10
S00097989,51,2,26,8,2,2,25
S00097990,44,3,13,19,5,4,11
S00097991,53,7,8,30,9,11,10
S00097992,47,2,9,17,7,5,9
S00097993,48,4,16,22,6,4,16
S00097994,52,5,11,24,7,13,19
S00097995,58,0,29,12,4,2,25
S00097996,38,1,10,16,8,6,8
S00097997,72,1,23,21,9,5,24
S00097998,70,3,23,17,4,4,28
S00097999,46,3,15,16,5,6,15
S00098000,54,4,13,21,12,7,10
S00098001,44,4,16,11,5,3,16
S00098002,67,4,18,26,12,3,22
S00098003,54,5,22,21,7,10,17
S00098004,48,2,13,12,5,2,11
S00098005,48,0,5,17,7,1,5
S00098006,49,0,16,11,5,2,19
S00098007,59,0,29,11,5,3,27
S00098008,38,0,8,16,4,2,3
S00098009,69,2,27,13,6,9,29
S00098010,35,3,15,10,4,2,14
S00098011,61,2,27,10,5,4,25
S00098012,66,4,21,21,16,1,21
S00098013,69,7,13,29,14,4,17
S00098014,45,0,15,12,3,1,13
S00098015,47,0,15,11,5,2,17
S00098016,72,1,23,18,6,2,23
S00098017,50,0,8,19,6,7,11
S00098018,39,1,9,13,5,2,13
S00098019,47,0,20,9,2,0,16
S00098020,58,2,40,6,2,4,40
S00098021,73,1,25,15,6,2,27
S00098022,72,1,31,12,5,3,33
S00098023,72,1,28,19,8,3,20
S00098024,65,1,26,19,4,0,20
S00098025,72,2,23,26,12,4,25
S00098026,58,1,36,8,2,2,30
S00098027,37,3,10,10,5,3,13
S00098028,47,4,18,13,9,3,14
S00098029,52,3,27,17,2,2,20
S00098030,57,2,21,16,4,6,15
S00098031,63,0,19,11,3,1,17
S00098032,53,0,5,21,9,3,8
S00098033,58,2,13,17,6,5,12
S00098034,72,1,16,22,11,3,19
S00098035,60,0,20,10,3,3,15
S00098036,53,1,26,13,5,2,23
S00098037,55,0,21,12,4,2,16
S00098038,60,0,31,10,7,4,16
S00098039,48,0,19,8,3,0,17
S00098040,67,1,10,28,10,2,8
S00098041,70,1,17,18,6,4,19
S00098042,50,1,22,11,6,2,17
S00098043,60,1,27,9,5,3,20
S00098044,62,1,36,8,2,3,28
S00098045,36,0,21,6,3,1,13
S00098046,44,1,26,11,5,2,16
S00098047,69,0,40,8,1,1,31
S00098048,56,0,26,12,2,3,21
S00098049,70,2,28,8,3,1,24
S00098050,39,0,22,1,0,0,22
S00098051,60,0,35,5,2,1,26
S00098052,60,1,24,16,6,6,22
S00098053,66,0,23,14,7,2,22
S00098054,54,2,23,12,4,4,18
S00098055,27,0,8,6,2,0,11
S00098056,50,1,27,4,2,0,26
S00098057,60,0,24,7,2,3,20
S00098058,40,0,18,8,2,1,18
S00098059,69,1,25,16,3,5,18
S00098060,50,1,14,10,6,2,16
S00098061,58,3,15,15,4,4,12
S00098062,66,3,22,19,7,5,24
S00098063,58,5,14,24,9,9,15
S00098064,46,2,17,7,3,3,12
S00098065,69,1,23,24,13,3,15
S00098066,60,5,15,15,8,4,20
S00098067,49,3,27,7,3,2,25
S00098068,39,1,7,14,6,4,7
S00098069,66,1,25,16,10,4,21
S00098070,61,8,15,24,7,11,15
S00098071,76,2,17,32,15,5,18
S00098072,36,6,3,21,11,3,5
S00098073,73,9,8,39,15,9,16
S00098074,49,1,15,9,4,3,10
S00098075,55,1,21,9,2,0,18
S00098076,74,0,30,12,2,1,24
S00098077,37,0,12,10,4,1,13
S00098078,43,0,11,15,3,2,7
S00098079,59,1,23,14,5,3,17
S00098080,65,5,19,25,7,11,16
S00098081,74,0,40,12,4,2,25
S00098082,42,0,9,12,5,1,14
S00098083,63,2,23,17,3,5,21
S00098084,40,3,6,13,9,5,9
S00098085,58,0,24,14,3,0,20
S00098086,35,3,12,10,4,1,11
S00098087,38,1,26,4,1,2,24
S00098088,50,0,13,13,5,0,13
S00098089,65,0,23,14,1,1,17
S00098090,73,2,27,18,10,3,18
S00098091,52,3,15,11,6,3,12
S00098092,56,0,25,5,2,1,21
S00098093,42,1,12,13,3,2,10
S00098094,68,0,23,12,2,2,19
S00098095,56,3,12,17,7,3,14
S00098096,65,4,19,23,9,5,20
S00098097,50,0,26,4,1,2,20
S00098098,29,1,10,5,3,2,9
S00098099,63,0,21,15,3,0,17
S00098100,58,0,26,8,4,0,18
S00098101,36,0,9,6,0,0,10
S00098102,26,2,7,9,4,4,5
S00098103,77,0,44,10,4,3,34
S00098104,53,1,26,6,2,2,21
S00098105,49,1,23,11,3,1,21
S00098106,42,2,17,7,3,1,14
S00098107,62,0,26,5,3,3,29
S00098108,75,1,40,15,4,3,37
S00098109,70,1,24,15,5,5,19
S00098110,31,0,26,2,1,1,24
S00098111,58,4,16,22,10,8,20
S00098112,32,0,22,3,0,0,17
S00098113,49,4,24,10,5,2,23
S00098114,75,6,21,32,8,6,24
S00098115,58,0,21,7,3,1,25
S00098116,59,3,12,23,7,8,12
S00098117,62,3,24,16,10,4,22
S00098118,70,1,22,9,3,1,20
S00098119,47,2,26,9,2,3,24
S00098120,62,2,22,11,7,0,16
S00098121,66,0,33,13,4,1,17
S00098122,43,0,22,10,2,5,18
S00098123,66,0,21,12,3,0,15
S00098124,57,1,25,15,3,3,15
S00098125,71,0,24,11,5,1,24
S00098126,58,1,28,11,4,3,28
S00098127,66,1,22,13,5,3,23
S00098128,55,2,18,14,2,3,16
S00098129,57,1,21,14,5,2,20
S00098130,48,0,33,6,0,2,29
S00098131,45,1,14,10,3,0,13
S00098132,44,0,14,9,2,1,13
S00098133,62,2,19,20,10,3,19
S00098134,39,2,14,17,6,6,14
S00098135,50,5,19,16,3,6,23
S00098136,50,2,19,15,5,4,22
S00098137,69,7,23,27,7,5,24
S00098138,67,7,22,25,8,8,20
S00098139,63,3,24,12,4,7,27
S00098140,26,0,9,6,1,0,13
S00098141,54,1,30,8,0,1,24
S00098142,53,9,19,17,10,6,17
S00098143,49,8,23,15,5,6,20
S00098144,41,6,12,13,6,5,16
S00098145,37,5,11,12,4,6,14
S00098146,35,0,5,14,6,1,6
S00098147,47,8,15,18,5,9,20
S00098148,44,2,8,22,10,3,10
S00098149,66,2,40,10,3,1,36
S00098150,42,0,18,9,2,3,16
S00098151,41,0,24,5,2,0,22
S00098152,56,0,22,13,3,2,22
S00098153,42,4,11,17,8,3,15
S00098154,28,0,16,1,0,0,16
S00098155,41,4,28,5,1,5,30
S00098156,35,3,22,8,4,2,17
S00098157,43,5,24,7,4,2,23
S00098158,47,5,24,11,7,2,24
S00098159,53,3,25,9,5,3,27
S00098160,43,7,13,16,4,7,14
S00098161,43,3,14,15,5,4,21
S00098162,49,9,14,21,12,6,15
S00098163,41,1,15,3,0,2,11
S00098164,45,0,19,15,5,2,9
S00098165,45,0,16,12,3,2,16
S00098166,23,0,4,3,0,1,3
S00098167,34,0,13,4,0,1,10
S00098168,43,1,12,12,7,1,11
S00098169,42,1,19,8,2,1,18
S00098170,34,0,14,3,2,1,11
S00098171,45,0,10,11,5,2,12
S00098172,75,1,29,12,4,5,32
S00098173,30,2,10,9,3,2,6
S00098174,39,0,13,9,4,3,13
S00098175,37,1,10,13,4,3,9
S00098176,55,1,23,14,5,4,20
S00098177,45,0,16,10,4,4,15
S00098178,34,0,13,6,3,1,11
S00098179,32,0,4,11,3,1,6
S00098180,78,0,39,10,4,1,32
S00098181,46,1,16,11,5,1,17
S00098182,44,1,13,11,6,2,16
S00098183,51,1,25,8,2,3,22
S00098184,49,1,17,10,3,2,20
S00098185,35,0,15,5,1,1,5
S00098186,54,0,18,11,4,1,14
S00098187,27,0,5,10,3,1,5
S00098188,70,2,29,14,4,2,26
S00098189,69,1,23,20,6,6,18
S00098190,34,1,16,7,1,4,8
S00098191,42,0,23,3,0,0,17
S00098192,60,1,30,7,2,3,26
S00098193,33,2,12,12,6,3,10
S00098194,33,0,15,6,3,1,15
S00098195,48,0,13,8,1,3,10
S00098196,45,0,35,2,0,0,33
S00098197,54,0,14,13,5,2,11
S00098198,43,1,10,6,1,1,9
S00098199,34,0,10,8,0,2,5
S00098200,61,4,5,31,17,6,5
S00098201,63,0,4,16,8,2,4
S00098202,40,0,10,16,4,1,7
S00098203,62,1,17,20,9,4,11
S00098204,37,1,10,11,2,1,6
S00098205,37,1,11,7,1,1,13
S00098206,45,0,11,14,2,3,6
S00098207,37,0,12,12,5,3,9
S00098208,48,0,23,3,0,2,25
S00098209,34,1,13,3,1,1,9
S00098210,56,0,17,12,2,2,17
S00098211,63,3,23,14,7,3,24
S00098212,48,1,15,14,6,5,8
S00098213,47,4,8,19,8,4,10
S00098214,54,2,16,20,8,3,12
S00098215,54,2,13,13,5,5,18
S00098216,59,5,8,33,20,11,10
S00098217,57,1,15,11,7,1,13
S00098218,52,0,22,6,1,1,19
S00098219,39,0,17,9,3,1,16
S00098220,35,1,11,11,6,0,11
S00098221,41,0,14,8,2,0,13
S00098222,69,1,23,17,6,2,20
S00098223,46,0,5,10,0,2,18
S00098224,44,1,14,13,4,2,12
S00098225,28,0,6,8,5,3,7
S00098226,74,2,30,19,4,6,16
S00098227,47,0,13,9,3,1,13
S00098228,42,0,16,12,4,4,11
S00098229,29,0,6,7,3,1,2
S00098230,36,1,8,7,1,3,10
S00098231,31,0,19,5,2,0,13
S00098232,39,0,14,3,0,1,16
S00098233,49,1,20,7,2,1,18
S00098234,45,2,21,8,1,2,15
S00098235,45,0,22,6,2,2,16
S00098236,45,0,15,4,0,1,15
S00098237,46,1,21,10,4,3,17
S00098238,34,0,25,2,0,2,16
S00098239,35,1,14,5,5,1,15
S00098240,50,0,14,13,7,2,16
S00098241,38,2,20,5,3,1,13
S00098242,69,0,52,2,1,0,42
S00098243,43,2,9,15,1,4,9
S00098244,57,0,17,13,6,4,18
S00098245,52,0,25,7,2,0,17
S00098246,33,1,15,6,1,2,11
S00098247,47,2,14,12,3,3,13
S00098248,21,1,6,10,1,3,4
S00098249,37,1,19,10,5,3,15
S00098250,37,0,8,11,2,2,13
S00098251,44,0,10,9,2,1,14
S00098252,58,0,24,9,2,0,29
S00098253,51,0,13,19,12,1,8
S00098254,69,10,8,41,18,8,11
S00098255,39,1,8,18,11,4,7
S00098256,54,0,31,6,4,4,23
S00098257,33,0,18,6,3,1,13
S00098258,35,0,14,6,1,0,15
S00098259,49,4,15,11,5,0,13
S00098260,67,1,15,8,3,4,18
S00098261,63,0,18,19,3,4,17
S00098262,37,0,16,9,3,2,12
S00098263,58,0,13,8,4,1,14
S00098264,47,0,23,10,4,4,21
S00098265,47,2,18,12,5,3,13
S00098266,72,1,34,13,3,3,29
S00098267,39,2,8,13,7,3,7
S00098268,52,0,36,5,0,2,21
S00098269,58,1,30,8,3,3,31
S00098270,72,1,35,15,2,5,25
S00098271,51,1,15,19,7,8,9
S00098272,24,3,7,8,1,1,5
S00098273,86,6,27,37,15,8,24
S00098274,50,2,12,16,3,1,13
S00098275,30,0,14,6,2,1,12
S00098276,78,0,53,2,1,1,41
S00098277,32,0,19,1,0,0,20
S00098278,58,6,14,22,9,5,18
S00098279,64,1,33,7,4,2,23
S00098280,39,2,9,6,2,2,7
S00098281,33,0,12,7,2,2,13
S00098282,35,0,15,6,4,0,14
S00098283,40,0,14,4,0,0,13
S00098284,32,1,12,8,2,2,12
S00098285,42,1,11,7,3,1,13
S00098286,55,0,17,5,2,0,16
S00098287,57,13,12,32,11,14,9
S00098288,49,1,17,7,2,4,18
S00098289,69,5,17,28,12,4,15
S00098290,41,7,10,17,8,7,11
S00098291,38,0,15,4,3,0,18
S00098292,65,1,23,28,11,3,20
S00098293,43,2,19,12,4,5,19
S00098294,43,1,13,10,3,2,12
S00098295,43,0,10,8,1,2,10
S00098296,71,1,22,18,9,3,16
S00098297,50,0,19,9,4,2,18
S00098298,54,0,8,15,1,0,14
S00098299,67,3,17,19,5,4,18
S00098300,56,1,18,18,6,5,20
S00098301,33,1,10,10,4,2,7
S00098302,73,1,34,10,4,4,35
S00098303,58,2,30,12,5,3,29
S00098304,41,0,7,12,5,2,8
S00098305,45,0,12,10,5,2,12
S00098306,49,1,15,11,3,2,15
S00098307,34,0,11,6,1,1,12
S00098308,33,0,13,3,1,2,14
S00098309,40,1,7,11,7,3,10
S00098310,43,0,19,5,2,0,19
S00098311,31,3,9,9,3,0,7
S00098312,60,0,23,12,7,5,20
S00098313,22,0,8,4,1,1,11
S00098314,36,0,16,6,3,2,13
S00098315,56,0,17,11,4,4,21
S00098316,53,0,24,4,1,0,24
S00098317,24,1,10,8,1,2,8
S00098318,27,1,7,5,1,1,10
S00098319,72,2,17,21,6,4,16
S00098320,48,0,11,13,6,1,10
S00098321,38,1,18,8,4,1,14
S00098322,59,0,26,6,0,2,20
S00098323,68,2,22,21,8,10,25
S00098324,35,0,21,6,0,3,15
S00098325,57,3,25,11,4,2,25
S00098326,44,0,32,2,0,0,21
S00098327,65,1,40,7,4,2,33
S00098328,50,3,26,9,4,3,23
S00098329,29,5,8,14,5,4,8
S00098330,55,8,20,23,13,5,18
S00098331,37,1,10,10,2,3,17
S00098332,57,2,27,12,6,4,23
S00098333,32,1,9,8,3,3,7
S00098334,45,0,9,15,5,3,9
S00098335,73,1,29,20,3,2,23
S00098336,40,3,24,7,4,3,20
S00098337,36,1,10,4,2,1,12
S00098338,41,1,12,17,5,7,14
S00098339,55,0,18,9,3,1,11
S00098340,80,2,53,10,3,3,47
S00098341,42,2,11,8,5,2,12
S00098342,68,1,24,18,8,2,19
S00098343,52,0,41,2,0,0,32
S00098344,35,0,8,12,6,1,10
S00098345,46,1,28,6,1,2,27
S00098346,45,2,18,7,4,2,19
S00098347,64,1,36,5,3,1,29
S00098348,30,0,18,3,1,0,13
S00098349,68,1,38,12,7,3,33
S00098350,55,0,18,18,8,4,17
S00098351,67,0,24,11,3,2,20
S00098352,77,0,24,20,10,5,26
S00098353,57,4,27,16,6,8,27
S00098354,35,0,11,8,5,0,11
S00098355,43,0,17,14,4,5,13
S00098356,30,0,13,5,2,1,14
S00098357,45,0,26,4,2,1,13
S00098358,39,3,7,13,3,5,9
S00098359,31,5,8,19,7,5,4
S00098360,65,7,24,21,9,7,20
S00098361,31,3,11,10,3,1,9
S00098362,50,6,6,20,12,5,8
S00098363,59,0,15,11,4,2,16
S00098364,36,0,12,12,4,2,7
S00098365,51,0,50,0,0,0,39
S00098366,63,0,26,6,3,1,20
S00098367,75,3,48,8,5,0,46
S00098368,54,1,27,4,2,1,25
S00098369,53,2,20,10,4,1,17
S00098370,71,9,20,27,13,7,20
S00098371,39,2,15,9,4,2,12
S00098372,73,0,43,6,2,1,41
S00098373,28,0,8,5,2,1,8
S00098374,37,0,16,5,0,4,9
S00098375,45,0,17,11,3,2,15
S00098376,72,0,50,4,2,0,46
S00098377,30,0,8,8,1,3,8
S00098378,76,1,21,27,5,7,16
S00098379,39,0,20,4,2,1,24
S00098380,72,2,9,27,14,4,14
S00098381,71,0,22,18,2,1,11
S00098382,48,0,9,14,7,1,14
S00098383,77,11,18,28,12,8,19
S00098384,54,0,14,19,4,3,14
S00098385,42,0,21,10,3,1,13
S00098386,55,5,19,16,5,6,13
S00098387,47,0,31,2,2,0,17
S00098388,46,0,14,12,6,2,12
S00098389,37,0,17,8,0,2,14
S00098390,63,2,19,28,11,8,16
S00098391,31,0,16,4,1,1,13
S00098392,29,0,5,8,4,3,7
S00098393,50,1,20,14,6,1,15
S00098394,53,2,21,9,0,1,15
S00098395,68,0,32,7,1,0,23
S00098396,57,0,28,9,1,0,21
S00098397,39,0,17,10,2,0,10
S00098398,50,5,8,24,9,4,10
S00098399,35,2,19,8,2,4,17
S00098400,68,1,27,11,5,3,34
S00098401,59,3,28,13,5,3,21
S00098402,63,11,7,46,24,7,7
S00098403,50,3,20,15,5,6,20
S00098404,38,1,6,8,4,0,4
S00098405,41,3,13,14,2,5,16
S00098406,64,0,22,19,6,3,22
S00098407,44,0,16,8,4,0,12
S00098408,50,0,17,11,3,1,15
S00098409,52,0,15,18,6,4,8
S00098410,46,1,9,22,5,1,7
S00098411,35,0,14,7,2,1,16
S00098412,62,6,16,26,15,9,19
S00098413,35,0,13,11,4,0,15
S00098414,68,2,24,12,2,6,27
S00098415,40,0,12,9,1,3,7
S00098416,51,3,22,12,3,3,13
S00098417,57,1,7,21,12,3,6
S00098418,44,0,2,17,3,2,3
S00098419,47,0,8,17,7,3,7
S00098420,54,0,15,16,5,0,9
S00098421,50,1,10,17,7,2,13
S00098422,70,1,28,15,3,3,26
S00098423,47,0,7,16,5,1,11
S00098424,33,0,7,10,5,3,13
S00098425,60,1,9,10,4,1,12
S00098426,43,4,15,15,8,4,11
S00098427,64,0,25,16,9,2,20
S00098428,43,6,15,16,4,6,16
S00098429,36,0,16,5,4,1,13
S00098430,30,1,14,7,2,3,6
S00098431,64,4,21,15,6,4,11
S00098432,47,1,18,12,6,2,17
S00098433,58,1,22,16,3,2,17
S00098434,65,1,27,14,3,4,20
S00098435,37,0,14,4,1,0,12
S00098436,44,0,19,9,0,2,16
S00098437,66,1,22,20,8,4,17
S00098438,56,0,35,5,1,0,20
S00098439,26,0,9,1,1,1,2
S00098440,43,1,18,3,3,0,4
S00098441,63,0,23,2,0,0,3
S00098442,31,0,12,1,0,0,1
S00098443,63,0,17,4,3,1,9
S00098444,62,1,28,3,0,0,24
S00098445,57,1,18,10,4,5,12
S00098446,60,0,17,5,1,0,11
S00098447,78,0,39,2,1,0,18
S00098448,70,2,26,6,2,1,17
S00098449,51,5,24,14,5,2,10
S00098450,69,0,25,11,4,3,16
S00098451,48,0,16,2,1,2,6
S00098452,44,2,21,7,3,2,6
S00098453,71,0,39,3,3,0,7
S00098454,71,0,19,5,3,0,4
S00098455,44,1,11,5,2,1,7
S00098456,51,1,21,2,2,0,10
S00098457,47,0,17,6,5,0,5
S00098458,56,0,22,2,2,0,16
S00098459,51,0,23,1,1,0,14
S00098460,36,2,9,7,2,2,4
S00098461,77,0,32,8,3,3,6
S00098462,58,2,36,5,2,1,23
S00098463,67,0,17,1,0,0,3
S00098464,44,1,17,2,1,0,7
S00098465,41,1,16,4,2,0,5
S00098466,42,3,17,5,5,1,5
S00098467,52,0,27,3,2,1,13
S00098468,56,0,20,1,0,0,9
S00098469,34,2,13,2,2,0,5
S00098470,72,1,30,5,4,1,10
S00098471,38,5,18,5,3,3,10
S00098472,64,6,25,12,7,6,9
S00098473,74,1,47,1,1,0,12
S00098474,72,0,36,3,2,0,11
S00098475,45,6,23,10,2,2,12
S00098476,77,8,26,11,7,1,16
S00098477,50,2,15,10,6,1,6
S00098478,41,0,15,7,2,0,9
S00098479,85,0,63,0,0,0,43
S00098480,77,3,31,13,2,4,9
S00098481,34,2,13,9,2,4,12
S00098482,48,4,22,15,4,6,12
S00098483,61,0,24,4,2,1,12
S00098484,78,5,29,13,8,2,18
S00098485,41,1,16,2,1,1,7
S00098486,42,2,27,4,4,1,15
S00098487,50,2,30,4,2,1,20
S00098488,75,3,33,12,4,3,19
S00098489,62,4,33,5,1,1,24
S00098490,55,0,21,16,6,3,17
S00098491,48,2,15,10,4,3,13
S00098492,31,2,3,17,13,1,0
S00098493,40,0,17,12,1,2,9
S00098494,65,2,30,9,4,0,9
S00098495,61,0,22,19,3,2,15
S00098496,42,0,16,11,1,4,10
S00098497,53,0,18,17,2,6,8
S00098498,23,0,6,4,0,2,4
S00098499,49,0,15,13,2,2,18
S00098500,71,0,31,11,4,2,17
S00098501,54,0,23,14,3,2,14
S00098502,50,1,19,8,4,2,16
S00098503,31,1,8,11,3,2,5
S00098504,68,0,18,12,6,2,16
S00098505,47,0,10,15,2,2,13
S00098506,64,3,26,20,7,6,14
S00098507,48,0,14,8,3,1,8
S00098508,58,0,17,15,5,2,12
S00098509,46,1,14,14,2,4,13
S00098510,39,2,15,2,0,0,5
S00098511,48,0,17,1,1,0,6
S00098512,49,0,26,7,1,1,22
S00098513,32,0,10,5,3,0,4
S00098514,59,0,23,4,1,0,21
S00098515,49,2,25,5,2,0,14
S00098516,43,0,21,1,1,0,19
S00098517,35,1,26,3,1,0,21
S00098518,32,0,12,4,2,0,3
S00098519,49,0,23,3,0,1,16
S00098520,48,2,18,13,2,3,12
S00098521,63,0,33,2,2,0,29
S00098522,71,2,33,5,3,1,15
S00098523,66,1,19,8,5,1,11
S00098524,62,3,24,11,7,1,6
S00098525,59,0,26,4,2,4,10
S00098526,66,1,28,6,2,1,22
S00098527,49,0,18,2,1,1,4
S00098528,34,0,11,0,0,0,5
S00098529,39,0,17,5,2,0,7
S00098530,45,0,10,8,4,0,1
S00098531,34,0,9,7,2,0,3
S00098532,96,3,37,9,4,1,15
S00098533,50,1,18,8,3,2,10
S00098534,57,1,12,7,3,2,6
S00098535,33,0,13,11,5,1,6
S00098536,50,0,30,7,1,1,16
S00098537,55,3,19,5,3,3,8
S00098538,57,0,16,7,4,0,10
S00098539,52,1,13,18,8,1,5
S00098540,58,0,23,9,5,1,19
S00098541,57,0,14,5,1,0,8
S00098542,30,1,14,7,1,0,5
S00098543,60,3,18,5,2,0,11
S00098544,47,0,45,0,0,0,29
S00098545,41,1,26,3,0,2,29
S00098546,49,0,12,16,5,3,13
S00098547,64,0,20,10,1,2,20
S00098548,59,1,32,12,4,2,28
S00098549,72,0,11,34,15,2,11
S00098550,21,1,5,6,1,3,6
S00098551,44,2,12,12,6,3,15
S00098552,72,4,28,23,10,6,30
S00098553,58,7,27,17,6,9,25
S00098554,42,4,15,11,5,4,19
S00098555,39,0,15,7,2,3,15
S00098556,56,6,17,18,6,5,18
S00098557,44,0,31,4,1,2,26
S00098558,47,0,20,8,2,1,20
S00098559,51,1,29,10,3,4,23
S00098560,64,1,15,14,4,2,12
S00098561,56,2,16,21,4,4,13
S00098562,47,1,19,7,2,2,16
S00098563,43,0,24,9,0,1,15
S00098564,50,0,27,7,3,2,20
S00098565,57,1,26,8,3,1,21
S00098566,55,0,26,2,1,0,15
S00098567,56,1,21,12,2,1,14
S00098568,58,1,32,10,2,4,19
S00098569,41,0,16,9,3,2,12
S00098570,45,0,19,9,3,1,19
S00098571,52,1,19,13,3,1,14
S00098572,43,1,14,13,5,4,11
S00098573,39,1,11,12,4,2,13
S00098574,48,0,8,18,10,2,13
S00098575,43,1,11,8,4,4,12
S00098576,65,1,59,1,0,1,45
S00098577,52,4,20,17,8,3,12
S00098578,61,1,51,4,3,1,37
S00098579,52,1,15,13,5,2,12
S00098580,67,3,14,14,8,3,12
S00098581,32,3,7,10,5,5,5
S00098582,47,4,14,16,6,3,16
S00098583,63,4,23,9,3,2,19
S00098584,50,4,18,11,2,3,12
S00098585,46,6,22,9,5,2,21
S00098586,38,4,12,10,4,2,9
S00098587,83,2,30,10,7,1,18
S00098588,55,1,33,3,3,1,26
S00098589,54,0,44,0,0,0,31
S00098590,64,2,34,5,5,0,28
S00098591,49,0,33,2,1,0,24
S00098592,76,1,36,6,2,0,27
S00098593,78,0,32,5,3,1,18
S00098594,59,1,17,11,4,1,9
S00098595,38,1,12,5,5,0,7
S00098596,76,0,21,6,3,2,11
S00098597,40,1,5,2,1,1,1
S00098598,41,0,8,3,2,2,4
S00098599,70,6,23,9,5,2,14
S00098600,63,2,27,9,9,2,10
S00098601,53,0,26,2,1,0,5
S00098602,71,1,26,8,2,2,10
S00098603,62,6,21,19,8,9,18
S00098604,76,0,25,5,2,2,18
S00098605,66,6,10,37,9,5,6
S00098606,40,0,12,17,8,4,13
S00098607,32,9,5,22,1,6,7
S00098608,59,4,7,35,18,4,9
S00098609,72,7,26,26,8,8,20
S00098610,34,1,10,10,5,2,11
S00098611,49,2,16,18,5,2,17
S00098612,47,3,20,12,4,4,18
S00098613,55,3,43,6,2,3,40
S00098614,29,6,13,10,5,1,10
S00098615,76,23,17,44,20,10,14
S00098616,69,5,26,23,9,7,19
S00098617,57,1,31,3,1,1,27
S00098618,52,8,32,9,8,3,21
S00098619,40,6,16,14,4,6,13
S00098620,75,9,41,21,10,8,30
S00098621,63,4,26,14,5,3,22
S00098622,33,1,10,6,5,2,7
S00098623,49,0,21,8,4,0,16
S00098624,56,4,18,11,8,3,16
S00098625,34,1,14,4,3,1,11
S00098626,63,2,22,14,2,4,19
S00098627,52,2,16,14,2,6,14
S00098628,41,0,10,16,6,7,10
S00098629,34,1,27,2,0,2,19
S00098630,60,0,53,0,0,0,40
S00098631,69,1,46,9,4,1,21
S00098632,78,9,43,20,8,5,21
S00098633,67,6,17,26,12,3,16
S00098634,68,3,26,17,6,2,26
S00098635,74,5,28,24,8,6,22
S00098636,65,5,36,15,7,3,33
S00098637,20,0,3,6,2,0,5
S00098638,49,2,16,19,11,5,15
S00098639,60,8,26,21,6,6,26
S00098640,66,7,29,20,9,12,32
S00098641,74,2,42,13,1,3,42
S00098642,54,1,2,25,10,7,7
S00098643,42,3,31,4,2,2,27
S00098644,50,5,18,21,11,4,12
S00098645,52,3,23,12,5,4,16
S00098646,45,7,10,21,5,9,11
S00098647,41,4,15,16,6,3,15
S00098648,46,0,24,2,1,0,24
S00098649,49,0,26,7,0,2,20
S00098650,65,0,16,20,7,2,15
S00098651,54,3,16,12,1,4,7
S00098652,51,0,16,12,1,2,9
S00098653,28,0,11,7,1,1,8
S00098654,54,1,9,16,2,3,11
S00098655,36,0,11,3,2,0,7
S00098656,63,2,19,16,2,5,22
S00098657,53,4,15,15,6,2,12
S00098658,47,1,23,8,3,1,12
S00098659,39,0,17,2,0,0,15
S00098660,40,2,18,11,7,0,11
S00098661,64,13,22,29,13,7,14
S00098662,70,1,32,12,1,2,24
S00098663,63,3,14,19,5,4,8
S00098664,49,2,17,4,2,3,16
S00098665,48,3,15,11,5,2,14
